Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
3 Bedroom Apartment For Sale The Wave (Almouj) Muscat,"OMR135,000",3,2,138 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130280465.html,7
"3 Bedroom Chalet For Sale Suwaiq, Al Batinah","OMR85,000",3,3,"10,000 Sq. M.","Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-130236522.html,7
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR112,000",2,3,138 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130258519.html,7
"5 Bedrooms Villa For Sale in Al Maabilah, Muscat","OMR174,650",5,6,249 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130248320.html,7
"2 Bedrooms Apartment for Sale in Muscat Hills, Muscat","OMR90,675",2,3,108 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130256806.html,7
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR65,000",1,2,85 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130251643.html,7
"7 Bedroom Villa For Sale in Ansab, Muscat","OMR165,000",7,8,300 Sq. M.,"Ansab, Muscat",Villa,https://www.bayut.om/en/property/details-130252189.html,7
"1 Bedroom Apartment For Sale in Yiti, Muscat","OMR96,122",1,2,68 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-130248309.html,7
"2 Bedrooms Apartment For Sale in Ghala, Muscat","OMR45,000",2,3,99 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-130248269.html,7
"2 Bedroom Apartment For Sale Qurum, Muscat","OMR298,082",2,3,132 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130248334.html,7
2 Bedrooms Villa For Sale Al Sifah Muscat,"OMR190,000",2,2,818 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-130248426.html,7
"3 Bedroom Apartment For Sale Salalah, Dhofar","OMR125,000",3,4,111 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130248296.html,7
"5 Bedrooms Villa For Sale Nizwa, Al Dakhiliya","OMR82,000",5,8,430 Sq. M.,"Nizwa, Al Dakhiliya",Villa,https://www.bayut.om/en/property/details-130254904.html,7
"2 Bedroom Villa For Sale in Salalah, Dhofar","OMR160,000",2,2,131 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130212745.html,7
10 Bedrooms Villa For Sale in Al Buraimi,"OMR1,000,000",10,10,"1,500 Sq. M.","Al Buraimi, Al Buraimi",Villa,https://www.bayut.om/en/property/details-130220012.html,8
1 Bedroom Apartment For Sale The Wave (Almouj) Muscat,"OMR94,000",1,2,107 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130261787.html,8
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR63,000",1,2,76 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130258598.html,8
"4 Bedrooms Villa For Sale Al Khoud, Muscat","OMR235,000",4,5,417 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130249736.html,8
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR63,000",1,2,95 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130247612.html,8
"5 Bedrooms Villa For Sale Sultan Haitham City, Muscat","OMR178,000",5,5,249 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-130291228.html,8
"2 Bedrooms Apartment For Sale Muscat Hills, Muscat","OMR112,000",2,3,138 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130258541.html,8
"Residential Land For Sale in Ibra, Al Sharqiya","OMR6,200",N/A,N/A,600 Sq. M.,"Ibra, Al Sharqiya",Other,https://www.bayut.om/en/property/details-130291171.html,8
"3 Bedrooms Apartment For Sale Bosher, Muscat","OMR54,000",3,3,116 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130282204.html,8
"2 Bedroom Villa For Sale in Salalah, Dhofar","OMR90,000",2,2,120 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130252214.html,8
"Studio Apartment For Sale Al Maabilah, Muscat","OMR42,000",N/A,1,50 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130284794.html,8
"Residential Land For Sale in Sumail, Al Dakhiliya","OMR10,500",N/A,N/A,600 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-130328071.html,8
"7 Bedroom Villa For Sale in Azaiba, Muscat","OMR150,000",7,6,460 Sq. M.,"Azaiba, Muscat",Villa,https://www.bayut.om/en/property/details-130208994.html,8
"1 Bedroom Apartment For Sale Muscat Hills, Muscat","OMR63,000",1,2,76 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130258609.html,8
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR85,000",1,2,95 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130257547.html,8
"2 Bedrooms Villa For Sale Bosher, Muscat","OMR27,000",2,2,75 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-130304342.html,8
"3 Bedrooms Villa For Sale Yiti, Muscat","OMR238,891",3,4,253 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-130300884.html,8
"4 Bedroom Villa For Sale in Sultan Haitham City, Muscat","OMR340,000",4,6,388 Sq. M.,"Sultan Haitham City, Muscat",Villa,https://www.bayut.om/en/property/details-130245541.html,8
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR160,000",2,2,200 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130239450.html,8
"Residential Land For Sale in Ibra, Al Sharqiya","OMR9,500",N/A,N/A,680 Sq. M.,"Ibra, Al Sharqiya",Other,https://www.bayut.om/en/property/details-130258167.html,8
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR80,000",2,3,129 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130269682.html,8
"7 Bedroom Villa For Sale in Sultan Haitham City, Muscat","OMR310,000",7,7,413 Sq. M.,"Sultan Haitham City, Muscat",Villa,https://www.bayut.om/en/property/details-130246705.html,8
"4 Bedroom Apartment For Sale Al Seeb, Muscat","OMR222,240",4,6,339 Sq. M.,"Al Seeb, Muscat",Apartment,https://www.bayut.om/en/property/details-130256709.html,8
"5 Bedrooms Villa For Sale Al Amarat, Muscat","OMR75,000",5,5,200 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130249697.html,8
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR60,684",1,2,78 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130257245.html,9
"Residential Land For Sale in Salalah, Dhofar","OMR16,000",N/A,N/A,600 Sq. M.,"Salalah, Dhofar",Other,https://www.bayut.om/en/property/details-130313194.html,9
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR64,890",1,2,76 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130258653.html,9
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR103,000",1,1,91 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130261710.html,9
4 Bedrooms Apartment For Sale Bosher Muscat,"OMR51,000",4,4,114 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-130303283.html,9
"4 Bedrooms Villa For Sale in Sultan Haitham City, Muscat","OMR340,000",4,6,388 Sq. M.,"Sultan Haitham City, Muscat",Villa,https://www.bayut.om/en/property/details-130252763.html,9
"4 Bedrooms Villa For Sale Barka, Al Batinah","OMR59,000",4,6,300 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-130204798.html,9
"4 Bedrooms Villa For Sale in Sultan Haitham City, Muscat","OMR349,549",4,5,388 Sq. M.,"Sultan Haitham City, Muscat",Villa,https://www.bayut.om/en/property/details-130291194.html,9
"3 Bedroom Villa For Sale in Barka, Al Batinah","OMR100,000",3,4,600 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-130239033.html,9
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR110,000",1,2,95 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130232836.html,9
"4 Bedroom Chalet For Sale in Barka, Al Batinah","OMR220,000",4,5,"1,214 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130238200.html,9
"Residential Land For Sale in Barka, Al Batinah","OMR23,300",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130286492.html,9
"1 Bedroom Villa For Sale in Al Maabilah, Muscat","OMR65,000",1,3,600 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130283635.html,9
"2 Bedrooms Chalet For Sale in Barka, Al Batinah","OMR78,500",2,5,150 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130182057.html,9
"2 Bedroom Apartment For Sale in Al Khoud, Muscat","OMR43,000",2,2,110 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-130238745.html,9
"7 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR90,000",7,6,300 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130300973.html,9
"Residential Land For Sale in Al Maabilah, Muscat","OMR120,000",N/A,N/A,400 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-130270607.html,9
"2 Bedroom Villa For Sale Salalah, Dhofar","OMR200,000",2,3,141 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130258325.html,9
"3 Bedroom Villa For Sale in Salalah, Dhofar","OMR256,540",3,4,181 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130258343.html,9
"1 Bedroom Apartment For Sale in Al Maabilah, Muscat","OMR56,500",1,2,50 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130263031.html,9
"Studio Apartment For Sale Muscat Hills, Muscat","OMR47,000",N/A,1,49 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130233562.html,9
"2 Bedrooms Apartment For Sale Al Sifah, Muscat","OMR82,000",2,2,110 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-130215103.html,9
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR95,000",2,3,142 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130212202.html,9
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","OMR180,000",2,2,133 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130212687.html,9
"1 Bedroom Villa For Sale in Salalah, Dhofar","OMR104,525",1,2,79 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130240676.html,10
"4 Bedrooms Villa For Sale Al Seeb, Muscat","OMR65,000",4,5,600 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-130188563.html,10
4 Bedroom Villa For Sale in Al Mawaleh Muscat,"OMR108,000",4,6,240 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-130181030.html,10
"5 Bedrooms Villa For Sale in Madinat As Sultan Qaboos, Muscat","OMR419,000",5,6,720 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-130213877.html,10
"2 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR20,900",2,2,84 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130230197.html,10
"Residential Land For Sale in Al Khaboura, Al Batinah","OMR7,500",N/A,N/A,"1,248 Sq. M.","Al Khaboura, Al Batinah",Other,https://www.bayut.om/en/property/details-130179203.html,10
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR77,000",1,2,107 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130245097.html,10
"1 Bedroom Apartment For Sale Ghala, Muscat","OMR45,700",1,2,91 Sq. M.,"Ghala, Muscat",Apartment,https://www.bayut.om/en/property/details-130230633.html,10
5 Bedrooms Villa For Sale Al Sifah Muscat,"OMR1,400,000",5,7,"2,242 Sq. M.","Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-130225332.html,10
2 Bedrooms Apartment For Sale Al Hail Muscat,"OMR57,000",2,2,84 Sq. M.,"Al Hail, Muscat",Apartment,https://www.bayut.om/en/property/details-130222373.html,10
"Residential Land For Sale in Bosher, Muscat","OMR340,000",N/A,N/A,"1,500 Sq. M.","Bosher, Muscat",Other,https://www.bayut.om/en/property/details-130293688.html,10
"3 Bedrooms Chalet For Sale Al Sifah, Muscat","OMR220,000",3,3,177 Sq. M.,"Al Sifah, Muscat",Other,https://www.bayut.om/en/property/details-130197815.html,10
2 Bedrooms Apartment For Sale Muscat (The Wave (Almouj)),"OMR225,000",2,2,157 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130197475.html,10
"2 Bedrooms Villa For Sale in Barka, Al Batinah","OMR37,000",2,4,180 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-130190097.html,10
"1 Bedroom Apartment For Sale Qurum, Muscat","OMR172,082",1,2,73 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-130191703.html,10
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR140,000",1,2,114 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130186495.html,10
2 Bedrooms Apartment For Sale Salalah - Dhofar,"OMR85,000",2,2,120 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130188400.html,10
"3 Bedrooms Apartment For Sale in Al Mawaleh, Muscat","OMR130,000",3,3,566 Sq. M.,"Al Mawaleh, Muscat",Apartment,https://www.bayut.om/en/property/details-130184606.html,10
"1 Bedroom Apartment For Sale in Salalah, Dhofar","OMR95,000",1,2,76 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130184299.html,10
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR110,000",1,2,107 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130231178.html,10
"2 Bedroom Chalet For Sale in Barka, Al Batinah","OMR51,000",2,1,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130239300.html,10
"3 Bedrooms Apartment For Sale Salalah, Dhofar","OMR35,000",3,3,150 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130266933.html,10
"4 Bedroom Villa For Sale Al Maabilah, Muscat","OMR76,000",4,4,345 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130201294.html,10
"2 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR70,850",2,3,109 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130190819.html,10
"5 Bedroom Villa For Sale in Al Sifah, Muscat","OMR980,000",5,6,"2,300 Sq. M.","Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-130228099.html,11
"1 Bedroom Apartment For Sale Al Sifah, Muscat","OMR60,000",1,1,59 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-130228163.html,11
"4 Bedroom Villa For Sale in Qantab, Muscat","OMR413,968",4,4,422 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-130208352.html,11
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","OMR140,000",2,2,140 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130191806.html,11
"2 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR185,000",2,2,128 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130183526.html,11
2 Bedroom Apartment For Sale in Sultan Haitham City Muscat,"OMR70,850",2,3,109 Sq. M.,Sultan Haitham City Muscat,Apartment,https://www.bayut.om/en/property/details-130246453.html,11
"3 Bedroom Apartment For Sale in Sultan Haitham City, Muscat","OMR163,050",3,4,217 Sq. M.,"Sultan Haitham City, Muscat",Apartment,https://www.bayut.om/en/property/details-130246525.html,11
"1 Bedroom Apartment For Sale in Sultan Haitham City, Muscat","OMR53,300",1,2,82 Sq. M.,"Sultan Haitham City, Muscat",Apartment,https://www.bayut.om/en/property/details-130246447.html,11
"Residential Land For Sale in Al Amarat, Muscat","OMR100,000",N/A,N/A,400 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130175026.html,11
"Residential Land For Sale in Ansab, Muscat","OMR140,000",N/A,N/A,734 Sq. M.,"Ansab, Muscat",Other,https://www.bayut.om/en/property/details-130175064.html,11
"Residential Land For Sale in Bosher, Muscat","OMR100,000",N/A,N/A,500 Sq. M.,"Bosher, Muscat",Other,https://www.bayut.om/en/property/details-130175086.html,11
"1 Bedroom Apartment For Sale Sultan Haitham City, Muscat","OMR58,500",1,2,70 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130274895.html,11
"5 Bedrooms Villa For Sale in Al Hail, Muscat","OMR140,000",5,6,320 Sq. M.,"Al Hail, Muscat",Villa,https://www.bayut.om/en/property/details-130322318.html,11
"3 Bedrooms Villa For Sale Al Sifah, Muscat","OMR250,000",3,3,153 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-130208402.html,11
2 Bedrooms Apartment For Sale Muscat,"OMR255,000",2,4,157 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-130204744.html,11
"4 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","OMR225,000",4,5,176 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-130206036.html,11
"2 Bedrooms Apartment For Sale Muscat Hills, Muscat","OMR85,000",2,2,120 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-130206002.html,11
"Land For Sale - Residential Land - Barka, Al Batinah","OMR12,200",N/A,N/A,810 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130288485.html,11
"4 Bedrooms Villa For Sale Misfah, Muscat","OMR95,000",4,5,215 Sq. M.,"Misfah, Muscat",Villa,https://www.bayut.om/en/property/details-130195059.html,11
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR46,150",1,1,71 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130183195.html,11
4 Bedroom Apartment For Sale in Muscat - Other,"OMR923,409",4,6,424 Sq. M.,"Muscat - Other, Muscat",Apartment,https://www.bayut.om/en/property/details-130191902.html,11
"3 Bedrooms Apartment For Sale Qantab, Muscat","OMR288,115",3,5,361 Sq. M.,"Qantab, Muscat",Apartment,https://www.bayut.om/en/property/details-130257865.html,11
"6 Bedrooms Villa For Sale in Suwaiq, Al Batinah","OMR1,100,000",6,8,"15,430 Sq. M.","Suwaiq, Al Batinah",Villa,https://www.bayut.om/en/property/details-130222828.html,11
"1 Bedroom Villa For Sale Salalah, Dhofar","OMR79,000",1,2,69 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130258255.html,11
"2 Bedroom Villa For Sale in Salalah, Dhofar","OMR140,000",2,3,110 Sq. M.,"Salalah, Dhofar",Villa,https://www.bayut.om/en/property/details-130258316.html,12
"7 Bedroom Villa For Sale in Al Seeb, Muscat","OMR98,000",7,6,425 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-130239954.html,12
"Residential Land For Sale in Barka, Al Batinah","OMR16,000",N/A,N/A,630 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130308969.html,12
Land Residential For Sale Al Seeb Muscat,"OMR180,000",N/A,N/A,"1,629 Sq. M.","Al Seeb, Muscat",Other,https://www.bayut.om/en/property/details-130229651.html,12
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR125,000",1,2,110 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-130258418.html,12
"2 Bedroom Apartment For Sale in Darsait, Muscat","OMR29,000",2,2,90 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-130200300.html,12
"1 Bedroom Apartment For Sale in Al Sifah, Muscat","OMR61,000",1,1,64 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-130197862.html,12
"1 Bedroom Apartment For Sale in Salalah, Dhofar","OMR50,000",1,1,55 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-130187754.html,12
"Residential Land For Sale in Al Amarat, Muscat","OMR27,000",N/A,N/A,333 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130266876.html,12
