Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type,URL,Page
"Residential Land For Sale in Bidbid, Al Dakhiliya","OMR55,000",N/A,N/A,330 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130005815.html,35
"2 Bedrooms Apartment For Sale in Darsait, Muscat","OMR31,500",2,3,76 Sq. M.,"Darsait, Muscat",Apartment,https://www.bayut.om/en/property/details-129860087.html,36
"5 Bedrooms Villa For Sale Muscat Hills, Muscat","OMR550,000",5,6,"1,350 Sq. M.","Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-129850913.html,36
"1 Bedroom Apartment For Sale in Taqah, Dhofar","OMR53,999",1,1,65 Sq. M.,"Taqah, Dhofar",Apartment,https://www.bayut.om/en/property/details-129892276.html,36
"3 Bedroom Apartment For Sale in Al Khoud, Muscat","OMR60,000",3,3,126 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-130028011.html,36
"1 Bedroom Apartment For Sale Al Khoud, Muscat","OMR39,900",1,1,47 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129880750.html,36
"1 Bedroom Apartment For Sale Al Khoud, Muscat","OMR39,900",1,1,45 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129915291.html,36
"3 Bedrooms Villa For Sale Sohar, Al Batinah","OMR39,000",3,5,180 Sq. M.,"Sohar, Al Batinah",Villa,https://www.bayut.om/en/property/details-129948543.html,36
"Residential Land For Sale in Ibra, Al Sharqiya","OMR28,000",N/A,N/A,920 Sq. M.,"Ibra, Al Sharqiya",Other,https://www.bayut.om/en/property/details-130094058.html,36
"3 Bedrooms Villa For Sale Al Amarat, Muscat","OMR37,000",3,3,300 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130089773.html,36
"Residential Land For Sale in Barka, Al Batinah","OMR6,700",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-130034523.html,36
"Residential Land For Sale Al Khaboura, Al Batinah","OMR7,000",N/A,N/A,651 Sq. M.,"Al Khaboura, Al Batinah",Other,https://www.bayut.om/en/property/details-129953225.html,36
"4-Bedroom Villa For Sale in Barka, Al Batinah","OMR54,000",4,4,330 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-129852160.html,36
"4 Bedrooms Villa For Sale Muscat Hills, Muscat","OMR260,000",4,6,309 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-129844458.html,36
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR355,000",4,6,543 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129849453.html,36
"Residential Land For Sale in Al Amarat, Muscat","OMR30,000",N/A,N/A,768 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130039482.html,36
"Residential Land For Sale in Madinat As Sultan Qaboos, Muscat","OMR515,000",N/A,N/A,"1,912 Sq. M.","Madinat As Sultan Qaboos, Muscat",Other,https://www.bayut.om/en/property/details-130058940.html,36
"5 Bedrooms Villa For Sale in Al Maabilah, Muscat","OMR80,000",5,5,315 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129959970.html,36
"5 Bedroom Villa For Sale in Qantab, Muscat","OMR1,025,000",5,6,646 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-129844542.html,36
"Residential Land For Sale Al Amarat, Muscat","OMR13,500",N/A,N/A,600 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-130047829.html,36
2 Bedrooms Apartment For Sale Muscat (The Wave (Almouj)),"OMR135,000",2,2,144 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129865889.html,36
"3 Bedroom Villa For Sale in Al Maabilah, Muscat","OMR169,000",3,3,210 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130000985.html,36
"3 Bedrooms Apartment For Sale in Al Maabilah, Muscat","OMR120,987",3,3,193 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130000952.html,36
"2 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR110,500",2,3,170 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130004669.html,36
"1 Bedroom Apartment For Sale in Al Khuwair, Muscat","OMR48,000",1,2,86 Sq. M.,"Al Khuwair, Muscat",Apartment,https://www.bayut.om/en/property/details-129908093.html,36
6 Bedroom Villa For Sale Madinat As Sultan Qaboos Muscat,"OMR750,000",6,6,"1,800 Sq. M.",N/A,Villa,https://www.bayut.om/en/property/details-130079419.html,37
"Residential Land For Sale in Dima and Al Taaiyin, Al Sharqiya","OMR33,000",N/A,N/A,"2,000 Sq. M.","Dima and Al Taaiyin, Al Sharqiya",Other,https://www.bayut.om/en/property/details-130073699.html,37
"3 Bedrooms Villa For Sale in Suwaiq, Al Batinah","OMR22,000",3,3,119 Sq. M.,"Suwaiq, Al Batinah",Villa,https://www.bayut.om/en/property/details-129918718.html,37
"3 Bedroom Villa For Sale in Al Seeb, Muscat","OMR121,200",3,3,205 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129810193.html,37
Residential Land For Sale in Al Buraimi,"OMR5,500",N/A,N/A,664 Sq. M.,"Al Buraimi, Al Buraimi",Other,https://www.bayut.om/en/property/details-130082450.html,37
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR92,100",2,3,126 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129851283.html,37
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR94,860",2,3,126 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129851215.html,37
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","OMR77,802",2,3,119 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129851297.html,37
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR75,246",2,2,104 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129851201.html,37
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR450,000",4,5,630 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129849305.html,37
"4 Bedroom Villa For Sale Al Maabilah, Muscat","OMR247,000",4,5,456 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-130014100.html,37
"5 Bedrooms Villa For Sale Qantab, Muscat","OMR950,000",5,5,646 Sq. M.,"Qantab, Muscat",Villa,https://www.bayut.om/en/property/details-129844548.html,37
2 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR185,000",2,2,167 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-129999703.html,37
"5 Bedrooms Villa For Sale Barr Al Jissah, Muscat","OMR560,000",5,5,999 Sq. M.,"Barr Al Jissah, Muscat",Villa,https://www.bayut.om/en/property/details-129842838.html,37
"Studio Apartment For Sale Yiti, Muscat","OMR64,000",N/A,1,52 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129969292.html,37
"2 Bedrooms Apartment For Sale in Bosher, Muscat","OMR38,000",2,2,72 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129879617.html,37
"3 Bedrooms Apartment For Sale Al Maabilah, Muscat","OMR126,750",3,4,195 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129982878.html,37
"3 Bedrooms Villa For Sale Al Amarat, Muscat","OMR120,000",3,5,600 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129829947.html,37
"4 Bedroom Villa For Sale Barr Al Jissah, Muscat","OMR465,000",4,4,768 Sq. M.,"Barr Al Jissah, Muscat",Villa,https://www.bayut.om/en/property/details-129827107.html,37
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","OMR100,000",2,2,160 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129868103.html,37
"6 Bedroom Villa For Sale in Al Mawaleh, Muscat","OMR146,000",6,6,600 Sq. M.,"Al Mawaleh, Muscat",Villa,https://www.bayut.om/en/property/details-129805280.html,37
"Residential Land For Sale in Barka, Al Batinah","OMR120,000",N/A,N/A,"4,600 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129927880.html,37
1 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR79,500",1,1,70 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-129999135.html,37
"Residential Land For Sale in Qantab, Muscat","OMR75,000",N/A,N/A,400 Sq. M.,"Qantab, Muscat",Other,https://www.bayut.om/en/property/details-130077113.html,37
"9 Bedroom Villa For Sale in Al Wadi Al Kabir, Muscat","OMR165,000",9,6,601 Sq. M.,"Al Wadi Al Kabir, Muscat",Villa,https://www.bayut.om/en/property/details-129846174.html,38
1 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR85,000",1,1,96 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-129834490.html,38
"Residential Land For Sale in Liwa, Al Batinah","OMR11,500",N/A,N/A,500 Sq. M.,"Liwa, Al Batinah",Other,https://www.bayut.om/en/property/details-130068684.html,38
"8 Bedroom Villa For Sale Al Khuwair, Muscat","OMR125,000",8,6,450 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-129804006.html,38
"5 Bedroom Villa For Sale in Muscat Hills, Muscat","OMR445,000",5,7,"1,645 Sq. M.","Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-129840223.html,38
"3 Bedroom Villa For Sale in Al Khoud, Muscat","OMR59,000",3,3,404 Sq. M.,"Al Khoud, Muscat",Villa,https://www.bayut.om/en/property/details-130043334.html,38
"2 Bedroom Apartment For Sale in Salalah, Dhofar","OMR80,000",2,2,125 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-129827683.html,38
"3 Bedrooms Chalet For Sale in Barka, Al Batinah","OMR210,000",3,3,"4,700 Sq. M.","Barka, Al Batinah",Other,https://www.bayut.om/en/property/details-129823743.html,38
"Residential Land For Sale in Sohar, Al Batinah","OMR15,000",N/A,N/A,"1,000 Sq. M.","Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-130062706.html,38
"Residential Land For Sale in Al Khaboura, Al Batinah","OMR25,000",N/A,N/A,"1,200 Sq. M.","Al Khaboura, Al Batinah",Other,https://www.bayut.om/en/property/details-130037211.html,38
"Residential Land For Sale in Sohar, Al Batinah","OMR250,000",N/A,N/A,"1,400 Sq. M.","Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-129983348.html,38
"3 Bedrooms Apartment For Sale in Al Amarat, Muscat","OMR25,000",3,3,120 Sq. M.,"Al Amarat, Muscat",Apartment,https://www.bayut.om/en/property/details-129786636.html,38
"Residential Land For Sale in Suwaiq, Al Batinah","OMR3,200",N/A,N/A,600 Sq. M.,"Suwaiq, Al Batinah",Other,https://www.bayut.om/en/property/details-129866276.html,38
"4 Bedroom Villa For Sale in Al Amarat, Muscat","OMR65,000",4,6,305 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-130005398.html,38
1 Apartment For Sale Al Sifah Muscat,"OMR44,000",N/A,1,39 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129938003.html,38
"5 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR480,000",5,7,680 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129849225.html,38
"5 Bedroom Villa For Sale Al Amarat, Muscat","OMR55,000",5,6,287 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129880843.html,38
"Residential Land For Sale in Nizwa, Al Dakhiliya","OMR46,000",N/A,N/A,615 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-130026569.html,38
"3 Bedrooms Apartment For Sale in Al Maabilah, Muscat","OMR120,250",3,4,185 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-130000499.html,38
"3 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR133,575",3,4,195 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129993659.html,38
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","OMR142,000",2,3,127 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129824246.html,38
"3 Bedroom Apartment For Sale Al Sifah, Muscat","OMR147,500",3,3,162 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129796328.html,38
"Residential Land For Sale in Sohar, Al Batinah","OMR39,000",N/A,N/A,"1,200 Sq. M.","Sohar, Al Batinah",Other,https://www.bayut.om/en/property/details-130040135.html,38
"8 Bedrooms Villa For Sale in Al Seeb, Muscat","OMR39,000",8,8,411 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-129942923.html,38
"1 Bedroom Apartment For Sale in Al Maabilah, Muscat","OMR50,730",1,2,75 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129963028.html,39
3 Bedrooms Apartment For Sale Al Maabilah Muscat,"OMR97,030",3,4,155 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129968305.html,39
"5 Bedrooms Villa For Sale in Al Amarat, Muscat","OMR73,000",5,7,350 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129849751.html,39
"2 Bedroom Apartment For Sale in Bosher, Muscat","OMR48,902",2,2,95 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129943778.html,39
"Residential Land For Sale Qurum, Muscat","OMR1,000,000",N/A,N/A,"2,500 Sq. M.","Qurum, Muscat",Other,https://www.bayut.om/en/property/details-130058818.html,39
"2 Bedrooms Apartment For Sale Al Maabilah, Muscat","OMR158,000",2,3,211 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129972811.html,39
"2 Bedroom Apartment For Sale in Al Maabilah, Muscat","OMR70,000",2,3,110 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129972695.html,39
"3 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR176,000",3,5,220 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129972736.html,39
"3 Bedrooms Villa For Sale in Al Sifah, Muscat","OMR265,000",3,3,300 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129803410.html,39
"1 Bedroom Apartment For Sale in Al Ghubrah, Muscat","OMR70,000",1,1,71 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129845694.html,39
"Residential Land For Sale - Ibra, Al Sharqiya","OMR12,000",N/A,N/A,"3,058 Sq. M.","Ibra, Al Sharqiya",Other,https://www.bayut.om/en/property/details-129984102.html,39
2 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"OMR240,000",2,3,126 Sq. M.,The Wave (Almouj) Muscat,Apartment,https://www.bayut.om/en/property/details-129779573.html,39
"3 Bedroom Apartment For Sale in Al Maabilah, Muscat","OMR128,700",3,4,195 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129977569.html,39
"Studio Apartment For Sale Barka, Al Batinah","OMR18,000",N/A,N/A,600 Sq. M.,"Barka, Al Batinah",Apartment,https://www.bayut.om/en/property/details-130026895.html,39
"3 Bedrooms Villa For Sale Al Sifah, Muscat","OMR265,000",3,3,300 Sq. M.,"Al Sifah, Muscat",Villa,https://www.bayut.om/en/property/details-129766638.html,39
"2 Bedroom Apartment For Sale in Al Maabilah, Muscat","OMR71,582",2,3,110 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129965905.html,39
"4 Bedrooms Villa For Sale Al Khuwair, Muscat","OMR100,000",4,6,196 Sq. M.,"Al Khuwair, Muscat",Villa,https://www.bayut.om/en/property/details-129767458.html,39
"4 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","OMR320,000",4,4,325 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129767199.html,39
"5 Bedroom Villa For Sale in Al Maabilah, Muscat","OMR100,000",5,7,300 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129741737.html,39
3 Bedrooms Villa For Sale Al Seeb Muscat,"OMR90,000",3,3,245 Sq. M.,"Al Seeb, Muscat",Villa,https://www.bayut.om/en/property/details-129789640.html,39
"1 Bedroom Villa For Sale in Mutrah, Muscat","OMR1,002",1,1,100 Sq. M.,"Mutrah, Muscat",Villa,https://www.bayut.om/en/property/details-130041712.html,39
"2 Bedrooms Apartment For Sale Al Ghubrah, Muscat","OMR100,000",2,2,106 Sq. M.,"Al Ghubrah, Muscat",Apartment,https://www.bayut.om/en/property/details-129849078.html,39
"4 Bedrooms Villa For Sale in Madinat As Sultan Qaboos, Muscat","OMR265,000",4,4,387 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa,https://www.bayut.om/en/property/details-129840316.html,39
"5 Bedroom Villa For Sale in Muscat Hills, Muscat","OMR253,000",5,6,365 Sq. M.,"Muscat Hills, Muscat",Villa,https://www.bayut.om/en/property/details-129767176.html,39
"Studio Apartment For Sale in Al Amarat, Muscat","OMR55,000",N/A,N/A,674 Sq. M.,"Al Amarat, Muscat",Apartment,https://www.bayut.om/en/property/details-129970439.html,40
"Residential Land For Sale in Qurayyat, Muscat","OMR15,000",N/A,N/A,600 Sq. M.,"Qurayyat, Muscat",Other,https://www.bayut.om/en/property/details-130001369.html,40
"3 Bedrooms Apartment For Sale Yiti, Muscat","OMR716,030",3,3,215 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129913336.html,40
"3 Bedrooms Apartment For Sale Qurum, Muscat","OMR120,923",3,4,172 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129899949.html,40
"Studio Apartment For Sale in Al Mudaibi, Al Sharqiya","OMR3,000",N/A,N/A,600 Sq. M.,"Al Mudaibi, Al Sharqiya",Apartment,https://www.bayut.om/en/property/details-129966307.html,40
"1 Bedroom Apartment For Sale in Al Sifah, Muscat","OMR44,000",1,1,38 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129923974.html,40
"2 Bedroom Apartment For Sale in Salalah, Dhofar","OMR58,500",2,3,110 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-129838221.html,40
"2 Bedrooms Apartment For Sale The Wave (Almouj), Muscat","OMR225,000",2,3,145 Sq. M.,N/A,Apartment,https://www.bayut.om/en/property/details-129772542.html,40
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR22,500",1,2,100 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129771169.html,40
"Sale Residential Land For Sale Al Seeb, Muscat","OMR100,000",N/A,N/A,"1,313 Sq. M.","Al Seeb, Muscat",Other,https://www.bayut.om/en/property/details-130032534.html,40
"5 Bedrooms Villa For Sale Al Amarat, Muscat","OMR63,000",5,5,311 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129776652.html,40
"Residential Land For Sale in Nizwa, Al Dakhiliya","OMR22,400",N/A,N/A,796 Sq. M.,"Nizwa, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-130033780.html,40
"Residential Land For Sale Al Mawaleh, Muscat","OMR105,000",N/A,N/A,680 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-129922267.html,40
Studio Apartment For Sale Suwaiq - Al Batinah,"OMR20,000",N/A,N/A,644 Sq. M.,"Suwaiq, Al Batinah",Apartment,https://www.bayut.om/en/property/details-129886631.html,40
"3 Bedrooms Apartment For Sale in Al Maabilah, Muscat","OMR110,000",3,4,169 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129972768.html,40
"1 Bedroom Apartment For Sale in Qurum, Muscat","OMR49,000",1,1,68 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129765011.html,40
"4 Bedrooms Villa For Sale in Al Bustan, Muscat","OMR74,000",4,4,230 Sq. M.,"Al Bustan, Muscat",Villa,https://www.bayut.om/en/property/details-129732538.html,40
"0 Bedroom Residential Land For Sale in Al Rustaq, Al Batinah","OMR5,800",0,N/A,690 Sq. M.,"Al Rustaq, Al Batinah",Other,https://www.bayut.om/en/property/details-130004455.html,40
"2 Bedroom Apartment For Sale in Qurum, Muscat","OMR405,000",2,3,131 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129732155.html,40
"1 Bedroom Apartment For Sale Al Khoud, Muscat","OMR47,300",1,1,56 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129838251.html,40
1 Bedroom Apartment For Sale Al Seeb Muscat,"OMR50,000",1,2,75 Sq. M.,"Al Seeb, Muscat",Apartment,https://www.bayut.om/en/property/details-129967772.html,40
"6 Bedrooms Villa For Sale Al Amarat, Muscat","OMR205,000",6,9,520 Sq. M.,"Al Amarat, Muscat",Villa,https://www.bayut.om/en/property/details-129754360.html,40
"2 Bedroom Apartment For Sale in Salalah, Dhofar","OMR22,500",2,2,75 Sq. M.,"Salalah, Dhofar",Apartment,https://www.bayut.om/en/property/details-129754287.html,40
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR203,000",2,2,177 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129757942.html,40
"Residential Land For Sale in Al Maabilah, Muscat","OMR49,000",N/A,N/A,600 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-129995827.html,41
1 Bedroom Apartment For Sale Al Sifah Muscat,"OMR57,500",1,2,54 Sq. M.,"Al Sifah, Muscat",Apartment,https://www.bayut.om/en/property/details-129938008.html,41
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR115,000",1,2,109 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129757813.html,41
"2 Bedrooms Apartment For Sale Yiti, Muscat","OMR127,931",2,3,118 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129757578.html,41
5 Bedrooms Villa For Sale Muscat - The Wave (Almouj),"OMR380,000",5,6,383 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129787052.html,41
"2 Bedrooms Apartment For Sale Bosher, Muscat","OMR37,000",2,2,122 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129743604.html,41
"Residential Land For Sale in Al Jazur, Al Wusta","OMR6,000",N/A,N/A,300 Sq. M.,"Al Jazur, Al Wusta",Other,https://www.bayut.om/en/property/details-130023333.html,41
"Residential Land For Sale in Al Mawaleh, Muscat","OMR103,000",N/A,N/A,680 Sq. M.,"Al Mawaleh, Muscat",Other,https://www.bayut.om/en/property/details-129906618.html,41
"1 Bedroom Apartment For Sale Al Khoud, Muscat","OMR40,000",1,1,38 Sq. M.,"Al Khoud, Muscat",Apartment,https://www.bayut.om/en/property/details-129804955.html,41
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","OMR37,200",1,1,50 Sq. M.,"Al Maabilah, Muscat",Apartment,https://www.bayut.om/en/property/details-129961254.html,41
"Land For Sale Al Amarat, Muscat","OMR33,000",N/A,N/A,345 Sq. M.,"Al Amarat, Muscat",Other,https://www.bayut.om/en/property/details-129926416.html,41
"7 Bedrooms Villa For Sale in Bosher, Muscat","OMR345,000",7,8,550 Sq. M.,"Bosher, Muscat",Villa,https://www.bayut.om/en/property/details-129732979.html,41
"1 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR149,000",1,2,188 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129942776.html,41
5 Bedrooms Villa For Sale in Barka Al Batinah,"OMR72,000",5,7,600 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-129716905.html,41
"3 Bedroom Villa For Sale in Yiti, Muscat","OMR269,290",3,3,209 Sq. M.,"Yiti, Muscat",Villa,https://www.bayut.om/en/property/details-129913344.html,41
"4 Bedroom Apartment For Sale in Qurum, Muscat","OMR149,044",4,5,212 Sq. M.,"Qurum, Muscat",Apartment,https://www.bayut.om/en/property/details-129913318.html,41
"4 Bedrooms Apartment For Sale Muscat Hills, Muscat","OMR240,000",4,6,407 Sq. M.,"Muscat Hills, Muscat",Apartment,https://www.bayut.om/en/property/details-129712085.html,41
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","OMR120,000",2,2,112 Sq. M.,"The Wave (Almouj), Muscat",Apartment,https://www.bayut.om/en/property/details-129695387.html,41
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR1,600,000",6,6,907 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129863010.html,41
"Residential Land For Sale in Al Maabilah, Muscat","OMR21,000",N/A,N/A,300 Sq. M.,"Al Maabilah, Muscat",Other,https://www.bayut.om/en/property/details-129987490.html,41
5 Bedrooms Villa For Sale Muscat (The Wave (Almouj)),"OMR499,000",5,6,427 Sq. M.,N/A,Villa,https://www.bayut.om/en/property/details-129719343.html,41
"5 Bedrooms Villa For Sale in Barka, Al Batinah","OMR68,000",5,7,600 Sq. M.,"Barka, Al Batinah",Villa,https://www.bayut.om/en/property/details-129685047.html,41
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","OMR233,300",4,5,400 Sq. M.,"The Wave (Almouj), Muscat",Villa,https://www.bayut.om/en/property/details-129988605.html,41
"1 Bedroom Apartment For Sale in Bosher, Muscat","OMR41,900",1,2,78 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129747283.html,41
"Residential Land For Sale in Sumail, Al Dakhiliya","OMR28,000",N/A,N/A,300 Sq. M.,"Sumail, Al Dakhiliya",Other,https://www.bayut.om/en/property/details-129954001.html,42
"Residential Land For Sale in Al Seeb, Muscat","OMR350,000",N/A,N/A,900 Sq. M.,"Al Seeb, Muscat",Other,https://www.bayut.om/en/property/details-130010924.html,42
"6 Bedrooms Villa For Sale Ansab, Muscat","OMR250,000",6,6,600 Sq. M.,"Ansab, Muscat",Villa,https://www.bayut.om/en/property/details-130010513.html,42
"7 Bedrooms Villa For Sale Al Maabilah, Muscat","OMR260,000",7,8,656 Sq. M.,"Al Maabilah, Muscat",Villa,https://www.bayut.om/en/property/details-129719072.html,42
"1 Bedroom Apartment For Sale in Bosher, Muscat","OMR29,000",1,2,67 Sq. M.,"Bosher, Muscat",Apartment,https://www.bayut.om/en/property/details-129979773.html,42
"2 Bedroom Apartment For Sale Yiti, Muscat","OMR141,780",2,2,89 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129883760.html,42
"4 Bedroom Villa For Sale in Nizwa, Al Dakhiliya","OMR78,000",4,8,500 Sq. M.,"Nizwa, Al Dakhiliya",Villa,https://www.bayut.om/en/property/details-129839674.html,42
"1 Bedroom Apartment For Sale in Yiti, Muscat","OMR85,034",1,2,79 Sq. M.,"Yiti, Muscat",Apartment,https://www.bayut.om/en/property/details-129757568.html,42
